PID,Số tiền trung bình bạn trả cho một lần mua hàng:,Giới tính của bạn,Độ tuổi của bạn,Tình trạng hôn nhân của bạn,Số thành viên là con cái trong gia đình của bạn,Ngành nghề của bạn:,Mức thu nhập tháng của bạn nằm trong khoảng,Products
PID220,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID221,Trên 1.000.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu,Thực phẩm đông lạnh
PID221,Trên 1.000.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID221,Trên 1.000.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu, Bánh kẹo
PID221,Trên 1.000.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID222,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Trái cây
PID222,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID222,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu, Thuỷ hải sản tươi
PID222,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu, Thực phẩm đông lạnh
PID222,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID222,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID222,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID223,700.000 – 1.000.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Rau củ
PID223,700.000 – 1.000.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu, Trái cây
PID223,700.000 – 1.000.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID223,700.000 – 1.000.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID223,700.000 – 1.000.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID224,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu,Trái cây
PID224,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID224,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID224,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID225,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu,"Thịt tươi (gà, bò, lợn…) và trứng"
PID225,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID225,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID225,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID225,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID225,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu, Bánh kẹo
PID225,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID226,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu,Rau củ
PID226,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu, Trái cây
PID226,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID226,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu, Thực phẩm đông lạnh
PID226,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID226,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu, Bánh kẹo
PID226,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID227,100.000 – 300.000 VND,Nam,30-39 tuổi,Độc thân,Không có,Nhân viên hành chính,20-30 triệu,Trái cây
PID227,100.000 – 300.000 VND,Nam,30-39 tuổi,Độc thân,Không có,Nhân viên hành chính,20-30 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID227,100.000 – 300.000 VND,Nam,30-39 tuổi,Độc thân,Không có,Nhân viên hành chính,20-30 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID227,100.000 – 300.000 VND,Nam,30-39 tuổi,Độc thân,Không có,Nhân viên hành chính,20-30 triệu, Bánh kẹo
PID228,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Kỹ sư,10-20 triệu,Rau củ
PID228,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Kỹ sư,10-20 triệu, Trái cây
PID228,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Kỹ sư,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID228,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Kỹ sư,10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID228,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Kỹ sư,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID229,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,"Thịt tươi (gà, bò, lợn…) và trứng"
PID229,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID229,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID229,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID229,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID229,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID230,50.000 – 100.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID230,50.000 – 100.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID230,50.000 – 100.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID231,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu,"Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID231,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu, Bánh kẹo
PID231,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID232,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu,Trái cây
PID232,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID232,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID232,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu, Bánh kẹo
PID232,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID233,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",10-20 triệu,Rau củ
PID233,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",10-20 triệu, Trái cây
PID233,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID233,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID233,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID233,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID234,500.000 – 700.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu,Rau củ
PID234,500.000 – 700.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu, Trái cây
PID234,500.000 – 700.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID234,500.000 – 700.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID234,500.000 – 700.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID235,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Rau củ
PID235,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu, Trái cây
PID235,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID235,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu, Thực phẩm đông lạnh
PID236,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Rau củ
PID236,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu, Trái cây
PID236,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID236,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID237,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID237,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID237,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID238,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,Dưới 5 triệu,"Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID239,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,Trái cây
PID239,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID240,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu,Rau củ
PID240,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu, Trái cây
PID240,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID240,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu, Bánh kẹo
PID240,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID240,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID241,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu,Rau củ
PID241,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID241,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID241,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID241,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID242,500.000 – 700.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu,"Thịt tươi (gà, bò, lợn…) và trứng"
PID242,500.000 – 700.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID242,500.000 – 700.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID242,500.000 – 700.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID242,500.000 – 700.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID243,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,Rau củ
PID243,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Trái cây
PID243,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Bánh kẹo
PID244,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu,Rau củ
PID244,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu, Trái cây
PID244,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID244,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID245,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID245,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID246,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID246,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID246,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID247,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,Rau củ
PID247,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Trái cây
PID247,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID247,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID248,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID248,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Bánh kẹo
PID248,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID249,500.000 – 700.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu,Rau củ
PID249,500.000 – 700.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID249,500.000 – 700.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu, Thuỷ hải sản tươi
PID249,500.000 – 700.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu, Thực phẩm đông lạnh
PID250,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID250,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID250,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID250,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thời trang may mặc (quần áo, giày dép)"
PID251,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,5-10 triệu,Rau củ
PID251,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,5-10 triệu, Thực phẩm đông lạnh
PID251,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,5-10 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID251,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID251,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,5-10 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID251,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID251,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,5-10 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID251,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,5-10 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID251,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID251,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,5-10 triệu," Thời trang may mặc (quần áo, giày dép)"
PID252,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID252,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID253,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Thực phẩm đông lạnh
PID253,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID253,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID253,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID253,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu, Bánh kẹo
PID253,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID253,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID254,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID254,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID255,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID255,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID256,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Kinh doanh,5-10 triệu,Trái cây
PID256,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Kinh doanh,5-10 triệu, Thực phẩm đông lạnh
PID256,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Kinh doanh,5-10 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID257,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,5-10 triệu,"Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID257,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID258,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,5-10 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID258,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Từ 3 con trở lên,Sinh viên,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
